q11,q12,q21,q22,r1,r2,r3,q_sep,q_edu
0.4196306793201423,0.0947799422822958,0.5706164008165746,0.10354569031764072,0.41334579713704483,0.0707201710436397,0.8934355363257978,0.6087741252822874,0.5432464716825756
0.4185027356222058,0.3134817396033126,0.3181823234855541,0.3724816404742727,0.08619465159550943,0.5147106457704054,0.8027879659871142,0.45617806665807986,0.5911691146084583
0.23059086398568313,0.05160385504081055,0.5160096210979139,0.1168938320890397,0.23501685609461243,0.20089565703111878,0.7569967103448023,0.4409654068778111,0.5443649980963268
0.402512914693928,0.2971220403355619,0.5809223170406045,0.19622427510737572,0.30888891515825984,0.113403029449338,0.9804069052042893,0.6264034821583366,0.5495505882600186
0.26980618625962105,0.2909065653564824,0.40603937701149606,0.004349161195766893,0.3483199168042182,0.15841698705858664,0.908834606945676,0.5205391660837599,0.5349799440213481
0.33076730268796806,0.5233976253801417,0.3490387867396136,0.1962159998675952,0.28266506064136543,0.24927669318536516,0.800693395110815,0.5439777509518722,0.5548229092486991
0.2714148368990905,0.02350969702157557,0.34749091396822857,0.5711011113626547,0.02273539402666787,0.17384040328450778,0.5577932487752336,0.2516719809667611,0.6056789292493939
0.41287112100857226,0.8430870359945654,0.35533590954992644,0.41990571078644934,0.005215922482103164,0.36616480375732063,0.804205423416699,0.48079110049921536,0.5809676106265163
0.29661072863294596,0.4181902631029548,0.43521558783750314,0.04906055425443234,0.031595560533528744,0.3994385428159135,0.6379358872411086,0.3412003962933737,0.5668207257164398
0.1515222920127478,0.19461642706451032,0.48087293119593916,0.3055041073346597,0.12769722788200336,0.22737432568705307,0.5340350704587211,0.2804410680119706,0.5687933010988122
0.14869017926188874,0.11454855490044413,0.5465597611893587,0.3430884669015295,0.023080260981587664,0.15757851634356634,0.27329283029037277,0.17361292722222174,0.5878585021231416
0.3475671139171184,0.040204646308287795,0.5744062798652185,0.6883142792580825,0.22915094659705623,0.24059889657316502,0.6368145403846702,0.5110867344263526,0.5582300613719332
0.0017887592301831568,0.14092983999002529,0.4342740964616602,0.31050623363090935,0.1894771438219711,0.5404428630309429,0.4630770606499782,0.20165788055063105,0.5378224755261611
0.4875331825009599,0.21531020142904123,0.499315086261905,0.11841409134928627,0.28940093652260845,0.4998013965591307,0.9066599673897969,0.5878194755794115,0.5723216670100179
0.3330164191655734,0.3637263007703201,0.3764754770078578,0.37419727929670177,0.30599932962545007,0.3339073645112508,0.8333416342266187,0.5562160119559645,0.552242447934782
0.22633729477724496,0.26097467356790094,0.39205549741283036,0.01643997487993376,0.019509745757874255,0.13039893667814628,0.6311519956324592,0.29207836716160096,0.5397296618913939
0.05704720491986892,0.009169169303570923,0.340851314877104,0.48439684093074586,0.03147883881804541,0.38851018782221736,0.4746020413339286,0.14510010205514068,0.5350661444818099
0.10990574127116917,0.384294416835782,0.45816647778571024,0.03138708297989812,0.15926525320908871,0.14633043262254386,0.5302527964522459,0.32160857046947045,0.5388614944336385
