q11,q12,q21,q22,q_sep,q_edu
0.26066751849302405,0.5482527642120891,0.512908920562687,0.16236054531931665,0.31168408204609777,0.9479198804644984
0.4818382642867284,0.36449168366319107,0.624090775428949,0.1418918739444175,0.5091687694912478,0.9332904243916004
0.43248389335324644,0.06529821761558952,0.705320208993105,0.23531928204394736,0.47841282740174984,0.9275204831869062
0.26104919342273947,0.31314464865467573,0.6415492886168179,0.4205159875768191,0.3998289785191096,0.9437029870807833
0.6161593710114739,0.3149109713190582,0.7247760244275048,0.039972762198861256,0.5973937004807962,0.9272132953675697
0.6242656849845306,0.006560421239582781,0.7691136968438355,0.6889153439466579,0.6291105182730559,0.9638454244200577
0.16743528081573444,0.11418607745382348,0.48617939884974826,0.1944558734005798,0.2830223873057326,0.9293036406692688
0.3120708084352418,0.27748347878608737,0.5831762873009108,0.1611055106550171,0.3298155615779861,0.9602189578533165
0.057883891460014825,0.1140232668507919,0.4574694916432221,0.015105067554518348,0.14456661543105642,0.9187975037707533
0.6374312554031195,0.4508375205253796,0.7652040524935881,0.4712346249028986,0.6256093441470344,0.9739822173255834
0.6041257768961883,0.164161970771871,0.8068468868707397,0.4991180323293162,0.6770617689033317,0.9597306212162057
0.6040059512413547,0.1746731460266755,0.7275823678125592,0.05728915665666634,0.5769740225265307,0.9488176919659452
0.4211833136298737,0.4854999659198215,0.7121713169554307,0.22877441731178805,0.4838571947809672,0.9419459343660033
0.3246925197384687,0.24102596843715185,0.6646535394031791,0.19088271549633073,0.44978843470600893,0.9345653408022501
0.6306946604248,0.02546513869107414,0.7724846743124154,0.45332721313581004,0.6148436284286173,0.9729766494177358
0.4946703154741243,0.6263157111263968,0.7048892601588037,0.05273722829995475,0.5349344119052655,0.9394258025364998
0.5180346054416926,0.38793257321239083,0.7664797662050993,0.0906580150479277,0.5480568161740857,0.9418452644435399
0.39278469136719874,0.12797274114047652,0.6567416627430092,0.32926278885278104,0.5029421873980393,0.9413394482494769
0.8192212933300438,0.0905410036133254,0.832354394393394,0.11803216028707597,0.7449160508764211,0.9465574754099201
0.7319173477153538,0.15950075668338637,0.9088969153749293,0.41874810166942633,0.8114562605096546,0.9369645418414027
0.44863724171031494,0.05358645984942967,0.6869377535767607,0.23103118216698282,0.5109643989387066,0.9571893348565418
0.5202712563043691,0.038571379995927746,0.7354583856290797,0.24415104372551089,0.5358809730973084,0.9715591649041959
0.15748158391813827,0.02479334275822953,0.5698735503857151,0.47403118467468686,0.3147003918338094,0.9331366525363087
0.07133757996827506,0.03741241839157616,0.49262437413131877,0.07704126992337001,0.147074993100625,0.9246871288512005
0.4592635021340823,0.021961674340162163,0.7544840742749497,0.2570215760060177,0.5889942644878848,0.931907120400751
0.06104748338625543,0.10760160559600818,0.4333960650329256,0.6403570890985266,0.18058970290817933,0.9472504799275084
0.5408304185976156,0.2936999405263998,0.6948390377987603,0.14263386222911933,0.5159929080211118,0.9473559102946749
0.09619143895888682,0.1257725832082427,0.5091467898802163,0.34003963238813983,0.24951528073599927,0.9423882865042505
0.33911051694825056,0.00828930019024443,0.6305212289959627,0.047634918473452914,0.3622948964469299,0.9664232471221494
0.32655718983079196,0.36452113755092097,0.6252569314998342,0.013914366027592218,0.397729749448823,0.9263317998261252
0.8393840983960257,0.27798428154707144,0.8197752141602139,0.05682029461606375,0.8063849111234839,0.9228861504002079
0.5499071025833396,0.14534321378260695,0.721867401241072,0.08253015932047802,0.6079444799197229,0.9432181187436158
0.2775690692967544,0.33493389283506847,0.6070214214794769,0.09302773663661623,0.3336922796652182,0.943364093611559
0.6914008612823406,0.389892642219298,0.7967242232682381,0.2613663075085163,0.7062994561150598,0.9495718365864776
0.2865787525349819,0.1994067006034892,0.5981656357689578,0.7324579691926206,0.36810830852950516,0.9636362888257402
0.215237744244425,0.28680427495060534,0.5516647214828272,0.6863342369143038,0.3093267801081361,0.9667697624339214
0.1191323950295311,0.23034966618415575,0.4707833382164962,0.05480036995508952,0.20407343957498092,0.9269151094918393
0.20117220527356772,0.3799211824002714,0.5055585327355372,0.04068314151154051,0.2689043290563108,0.9567884536709379
0.14801031469904724,0.04974953967988471,0.45954154700457367,0.133779059400309,0.15787023519814103,0.9674324987718373
0.33119970817393296,0.5495799149339167,0.593272516559008,0.2796661223367084,0.3606392536974695,0.9525887426735502
0.5799415396555547,0.08620611903073638,0.7758794824150492,0.827637546349426,0.6718782730726048,0.9557944075343623
0.03159920394876192,0.10072176551031231,0.3931775121488424,0.45619032698212203,0.10008221604297529,0.9550489918875689
0.5618489054231608,0.37141937680542714,0.7489466561119742,0.18044268388852203,0.5736115858606695,0.9610913304823636
0.22926040135400294,0.5216272469848555,0.5990940466250071,0.04128912092950621,0.29734212000574445,0.9444647366402956
0.8995721701589986,0.17030112656295793,0.9494006480189072,0.521486068326706,0.8826269058688627,0.978493873088782
0.05394057832910959,0.2658923540094922,0.4909930730582934,0.25983456748840883,0.19973517985003075,0.9425750576210966
0.06771974388458601,0.29406779974504094,0.38781514021813995,0.09135686138071608,0.11012632121804111,0.9542770226971395
0.5371863531306995,0.744388729772489,0.7036890584967266,0.23464180299804183,0.5770716807870976,0.9573186008182943
0.9675343278541166,0.39686480192252527,0.9588857033027247,0.06794381866212518,0.9272320054508562,0.9719682336547307
0.5524661805854144,0.027106153009592404,0.7450860844319367,0.02948418670319719,0.5307526751542668,0.9711637276944979
0.3222771536828668,0.4962111077428648,0.5995367789132501,0.4685081666700369,0.40072501709144326,0.9694456971705805
0.08202824179826729,0.2047464834177425,0.5086308292901742,0.28780592871413657,0.22195463178233843,0.9354228536175724
0.20212939000426655,0.07590011747943537,0.5101798711595334,0.4688614895067649,0.2498238830515237,0.9342991390464204
0.2243577815780866,0.19475319126288582,0.48769357756263265,0.15624574615226017,0.25686716070217575,0.941584525140595
0.2475085207697758,0.1556833034390681,0.530795306641801,0.9274683095407611,0.2926538281492319,0.9619278334137539
0.42199605110635596,0.10632816841831583,0.6548261460450984,0.6287162869227616,0.4665146482569644,0.9577934155049707
0.09575775338669346,0.5045059503233036,0.477766202258014,0.372445268547845,0.14726208035484578,0.9506202061489462
0.6347797464078097,0.3292195800496335,0.7313275203375982,0.21224603949585863,0.6126946569061688,0.9354641522411188
0.41802115307716403,0.32535913141057793,0.6272569391115557,0.22320702694927397,0.4269592865291779,0.9541675034850416
0.4373006361441293,0.4288591641993764,0.6867896605311778,0.23428618689951197,0.48459573683203794,0.9449995567044481
0.08553255228896073,0.22187391939906564,0.44837972267557674,0.18130323236226809,0.11673567245854677,0.9607191429793989
