q11,q12,q21,q22,q_sep,q_edu
0.3926535182711771,0.14057153776285003,0.020946524732960103,0.03286649702736277,0.6883181379890124,0.30620831091371653
0.16599318582424905,0.40772816984676763,0.2181268086970981,0.1424403060873236,0.4664620800351701,0.36714980782505824
0.2507409726208458,0.1720995802331684,0.5566346929436655,0.5726275847810234,0.3398475966157587,0.8120886301938596
0.6083458057816291,0.4530761413746295,0.1993983301860045,0.07206905323826474,0.5462395469290994,0.5252618881386166
0.11343150385626788,0.06794706572019149,0.29575423431229053,0.12135044664603678,0.5144291805238472,0.4131010273114832
0.01406243919910255,0.019911997144642535,0.6081438223640001,0.28421475165547494,0.0874402277193369,0.5544935655151981
0.0745547742483399,0.621606099858835,0.29844568039105923,0.22736293438851574,0.3255024052261837,0.5538735361347336
0.3528852006270955,0.7368145285989336,0.37508678894241554,0.45420542291319344,0.558426850745859,0.6151980918090567
0.4687614932827604,0.11676150892610937,0.703981299266016,0.5740182338595915,0.5740561805001,0.6875962088526063
0.11326265198124152,0.010323014352259241,0.8188325748479471,0.3811659988493282,0.28414967712137695,0.6530790716903618
0.34587619905382483,0.2696597108861061,0.7127984453117373,0.6323099056139575,0.48185092339855207,0.6367778955494418
0.25570667693469273,0.42104653854094276,0.2793298492381101,0.12473210545976288,0.32756350502219767,0.4667561956567289
0.7103048934946967,0.06967708584613863,0.058299175404851966,0.03341572584991459,0.5555331288907118,0.339653430613752
0.04748004795236915,0.6420252462644069,0.5450619878566796,0.4143298126573941,0.42448633281386716,0.5845475488993637
0.00464839595738864,0.16776681439573782,0.341369431580279,0.03288476990788558,0.45754151986695135,0.29847396695191153
0.18674620005042541,0.3013257661642528,0.5365185830856636,0.3080759655361023,0.3459435706023103,0.6128144135170124
0.5308345303568728,0.08525809834298659,0.7189037147936747,0.6675366024634822,0.40875660657546686,0.7538427652362308
0.038497066273590286,0.09635894638337217,0.29386083183604517,0.018334574734947595,0.35884006362531384,0.26973059102454905
0.7871999205099863,0.050713068232940195,0.7237103996706787,0.4711640402230862,0.5398626569565971,0.7643785942890314
0.028396077905490258,0.11600306344029576,0.3255793651257538,0.573704605092367,0.18168860175473833,0.5670684123847887
0.01512122626393575,0.09816393031797355,0.618815572186069,0.702365744985084,0.33544786757791756,0.6394833416345233
0.0227553228775077,0.20423518751128,0.5325752357418809,0.013434414909052617,0.27911410211656207,0.4346881929220531
0.06357745104904766,0.21131726891748392,0.1992888383978385,0.12171695859479625,0.6684212186273829,0.26800605985664233
0.5160443081455611,0.1793250449847008,0.5311764970085611,0.6255702287432993,0.6156856707054134,0.6360163700645558
0.3735890793615997,0.014079156166450169,0.9630919725123789,0.3455134924847766,0.27704279895789774,0.7649586314479978
